Local Time,City,Country Code,Timezone,PM25,AQI,SO2,NO2,CO,O3,PM10,Temperature,Humidity,WindSpeed,Pressure,Precipitation,Clouds,UV Index
2013-01-01 17:00:00,Beijing,CN,Asia/Shanghai,133.9,207.6,45.3,63.6,1809.1,54.9,241.0,1.9,76.7,6.722518683284654,1009.5701258320444,0.0,47,0.0
2013-01-01 18:00:00,Beijing,CN,Asia/Shanghai,114.8,163.7,52.6,57.2,1573.3,59.3,206.6,-1.3,74.4,2.7304979985571274,1014.5707251414173,0.0,86,0.0
2013-01-01 19:00:00,Beijing,CN,Asia/Shanghai,104.3,157.6,46.0,66.4,1409.9,46.6,187.7,2.9,25.7,10.44672029944054,1015.9880447963076,0.0,87,0.0
2013-01-01 20:00:00,Beijing,CN,Asia/Shanghai,88.0,142.0,47.4,57.6,1494.1,4.3,158.4,1.3,61.5,0.7119935133824851,1011.7285217278451,0.0,22,0.0
2013-01-01 21:00:00,Beijing,CN,Asia/Shanghai,105.2,167.6,47.4,57.2,1968.5,45.5,189.3,-3.6,89.6,2.258393933505862,1026.1540187844216,0.0,79,0.0
2013-01-01 22:00:00,Beijing,CN,Asia/Shanghai,75.0,116.7,51.9,69.3,1576.2,36.9,134.9,-1.8,75.2,12.512699660811593,992.4795598106255,5.343081585710738,22,0.0
2013-01-01 23:00:00,Beijing,CN,Asia/Shanghai,113.4,185.2,43.5,59.1,1700.4,33.7,204.1,0.8,82.7,10.380485265682172,1009.4413151746376,0.0,80,0.0
2013-01-02 00:00:00,Beijing,CN,Asia/Shanghai,123.8,167.9,50.3,84.6,1695.6,3.6,222.8,0.9,29.7,10.69999697169679,1013.0727394351579,0.0,24,0.0
2013-01-02 01:00:00,Beijing,CN,Asia/Shanghai,105.6,161.4,48.0,64.5,1778.9,40.6,190.0,5.8,60.1,13.12915051156173,1024.1429928491166,0.0,39,0.0
2013-01-02 02:00:00,Beijing,CN,Asia/Shanghai,114.5,166.3,52.0,63.0,1589.0,37.0,206.0,3.9,38.6,13.04679674254973,983.0469455761605,0.0,5,0.0
2013-01-02 03:00:00,Beijing,CN,Asia/Shanghai,110.7,157.0,48.4,63.2,1586.5,60.5,199.2,1.8,25.1,14.554965129555445,1014.6449260351482,0.0,12,0.0
2013-01-02 04:00:00,Beijing,CN,Asia/Shanghai,92.6,155.4,52.1,65.2,1780.4,50.8,166.6,-3.8,46.6,11.000681686161185,1019.9504602597507,0.0,67,0.0
2013-01-02 05:00:00,Beijing,CN,Asia/Shanghai,101.9,163.8,48.4,72.2,1495.4,14.0,183.4,-1.3,27.4,2.4488966058537303,998.7859495107359,0.0,59,0.0
2013-01-02 06:00:00,Beijing,CN,Asia/Shanghai,98.1,152.9,45.7,64.9,1674.1,20.1,176.6,-0.1,58.8,7.454170494626222,1013.1029031377982,0.0,42,0.0
2013-01-02 07:00:00,Beijing,CN,Asia/Shanghai,100.8,148.1,48.8,55.2,2048.5,45.4,181.5,2.0,75.9,3.205005593816512,1011.0236524051021,0.0,50,0.0
2013-01-02 08:00:00,Beijing,CN,Asia/Shanghai,99.8,156.1,52.5,59.5,1734.3,28.8,179.7,1.1,36.8,1.9420083309958174,1021.3331712154121,0.0,70,0.0
2013-01-02 09:00:00,Beijing,CN,Asia/Shanghai,123.3,186.7,43.9,63.3,1527.2,68.5,221.9,-4.2,74.3,5.553407187644951,1017.0263239865503,0.0,21,0.0
2013-01-02 10:00:00,Beijing,CN,Asia/Shanghai,84.8,113.5,50.3,67.6,1593.3,20.6,152.6,2.4,49.6,4.99785631379745,1000.2107191495052,0.0,91,0.0
2013-01-02 11:00:00,Beijing,CN,Asia/Shanghai,82.7,129.8,56.1,74.4,1924.4,33.9,148.8,-1.3,74.9,4.311974497227729,1000.2528870385671,0.0,21,0.0
2013-01-02 12:00:00,Beijing,CN,Asia/Shanghai,97.8,142.8,42.8,35.7,1861.6,37.5,176.1,5.1,48.7,14.745047032500658,1018.1273201515819,0.0,93,0.0
2013-01-02 13:00:00,Beijing,CN,Asia/Shanghai,127.3,204.0,50.6,59.5,1665.5,40.7,229.2,5.0,72.5,8.67848453289405,1019.9918029921887,0.0,16,0.0
2013-01-02 14:00:00,Beijing,CN,Asia/Shanghai,98.0,138.4,55.9,42.7,1465.1,56.3,176.5,-3.5,22.1,0.6972204478328015,1011.8648498375001,0.0,44,0.0
2013-01-02 15:00:00,Beijing,CN,Asia/Shanghai,130.8,203.2,55.0,65.9,2015.6,50.4,235.4,-5.8,22.9,1.4508945730235712,1020.5679534950484,0.0,63,0.0
2013-01-02 16:00:00,Beijing,CN,Asia/Shanghai,113.6,165.8,54.7,50.6,1571.2,34.8,204.4,-1.2,41.6,3.0832973975602935,1023.692806195685,0.0,35,0.0
2013-01-02 17:00:00,Beijing,CN,Asia/Shanghai,103.4,158.7,49.9,77.2,1424.9,39.9,186.1,-1.3,58.0,14.963843248794994,1005.0266887405817,0.0,40,0.0
2013-01-02 18:00:00,Beijing,CN,Asia/Shanghai,98.5,141.0,46.0,65.4,1658.2,27.3,177.3,-6.7,85.6,5.351966758881752,1013.4467510028824,0.0,72,0.0
2013-01-02 19:00:00,Beijing,CN,Asia/Shanghai,97.5,153.7,46.5,80.8,1411.0,24.5,175.6,-0.0,24.9,6.128055441520849,1034.6347330776396,0.0,46,0.0
2013-01-02 20:00:00,Beijing,CN,Asia/Shanghai,111.2,171.2,45.6,69.2,1659.8,35.9,200.2,5.4,52.3,13.921166225753387,1029.3343579293678,0.0,32,0.0
2013-01-02 21:00:00,Beijing,CN,Asia/Shanghai,111.0,186.8,45.9,59.1,1720.3,35.6,199.8,0.5,77.1,11.701500606133592,1023.8446844530065,0.0,18,0.0
2013-01-02 22:00:00,Beijing,CN,Asia/Shanghai,118.3,167.3,47.4,73.5,1898.6,47.6,212.9,3.6,82.9,1.4994741610819462,1006.2699201108937,0.0,35,0.0
2013-01-02 23:00:00,Beijing,CN,Asia/Shanghai,110.2,179.1,54.8,53.9,1801.5,41.3,198.3,4.4,21.4,3.3656809146164153,1019.0715952617505,0.0,2,0.0
2013-01-03 00:00:00,Beijing,CN,Asia/Shanghai,126.9,170.4,55.2,57.0,1650.2,24.7,228.4,-1.9,46.9,3.5069488806347726,1015.302982006918,0.0,41,0.0
2013-01-03 01:00:00,Beijing,CN,Asia/Shanghai,96.1,149.3,48.1,69.9,1727.3,28.9,172.9,-0.7,33.4,6.397604473608441,1008.9835406372911,14.291654259221882,74,0.0
2013-01-03 02:00:00,Beijing,CN,Asia/Shanghai,82.7,116.6,45.2,56.2,1503.2,54.9,148.9,-5.4,27.5,14.419321799303649,1011.4544430194993,14.337580492381484,84,0.0
2013-01-03 03:00:00,Beijing,CN,Asia/Shanghai,111.4,176.5,45.4,64.0,1755.9,43.8,200.6,-3.2,31.3,9.92606842832014,993.6162454633956,0.0,79,0.0
2013-01-03 04:00:00,Beijing,CN,Asia/Shanghai,102.8,162.9,47.9,58.1,1549.6,17.5,185.0,-4.3,42.5,12.483502387502185,1024.3026444270781,0.0,2,0.0
2013-01-03 05:00:00,Beijing,CN,Asia/Shanghai,111.1,163.8,52.6,72.6,1860.4,43.5,200.0,6.6,90.0,11.618906696374939,1006.2746177066313,0.0,34,0.0
2013-01-03 06:00:00,Beijing,CN,Asia/Shanghai,121.0,185.0,50.3,74.4,1444.6,10.3,217.7,-0.8,26.7,10.793691899169243,1004.1790595453126,0.0,78,0.0
2013-01-03 07:00:00,Beijing,CN,Asia/Shanghai,112.9,169.5,38.3,61.1,1540.2,40.3,203.3,-1.9,53.2,11.59753649540007,1010.7717744856168,0.0,52,0.0
2013-01-03 08:00:00,Beijing,CN,Asia/Shanghai,88.1,130.6,41.0,68.9,1814.1,40.2,158.7,-0.7,28.0,13.241523772874375,1024.6218268995228,0.0,22,0.0
2013-01-03 09:00:00,Beijing,CN,Asia/Shanghai,86.9,145.5,49.8,59.5,1788.9,45.2,156.4,-0.5,81.3,8.195427361612252,1019.7709734082918,0.0,59,0.0
2013-01-03 10:00:00,Beijing,CN,Asia/Shanghai,85.0,125.1,46.7,53.2,1728.1,30.1,153.0,2.3,42.7,3.189326153700689,1026.043215879482,0.0,50,0.0
2013-01-03 11:00:00,Beijing,CN,Asia/Shanghai,117.6,169.9,51.8,63.6,1692.7,61.4,211.7,-0.1,45.9,9.23645471694481,1016.189095222026,8.197678164483126,44,0.0
2013-01-03 12:00:00,Beijing,CN,Asia/Shanghai,122.7,175.8,51.7,76.6,1783.6,47.5,220.9,1.9,80.6,2.17248921893084,1013.521066954466,0.0,99,0.0
2013-01-03 13:00:00,Beijing,CN,Asia/Shanghai,109.9,157.3,45.4,46.1,1541.2,20.1,197.9,0.6,63.5,4.538673971695001,996.6246761681963,0.0,9,0.0
2013-01-03 14:00:00,Beijing,CN,Asia/Shanghai,113.1,183.8,51.6,65.9,1375.3,21.6,203.5,-3.5,27.9,1.9593682258180278,1024.1568950557396,0.0,77,0.0
2013-01-03 15:00:00,Beijing,CN,Asia/Shanghai,115.8,162.6,45.8,47.8,1549.2,28.8,208.5,2.5,38.6,2.9335254030933355,1018.3545030643155,0.0,30,0.0
2013-01-03 16:00:00,Beijing,CN,Asia/Shanghai,127.9,183.9,53.4,63.6,1314.1,22.8,230.2,-1.1,29.7,1.1576716608531046,1017.7391264073357,0.0,56,0.0
2013-01-03 17:00:00,Beijing,CN,Asia/Shanghai,108.9,151.1,49.2,70.9,1026.8,42.6,196.0,-2.5,73.2,3.9870633649555214,1016.0260889082903,0.0,28,0.0
2013-01-03 18:00:00,Beijing,CN,Asia/Shanghai,120.0,184.8,51.2,43.5,1842.2,65.8,216.1,3.8,71.9,9.880502245366296,998.5343637258583,0.0,7,0.0
2013-01-03 19:00:00,Beijing,CN,Asia/Shanghai,104.7,158.0,57.4,61.3,1879.2,61.1,188.5,1.6,68.7,9.014290920094744,1036.0322042848961,4.909383792067965,37,0.0
2013-01-03 20:00:00,Beijing,CN,Asia/Shanghai,107.4,148.7,57.5,54.3,1695.0,54.5,193.2,-1.3,79.4,9.295710842646713,1002.0054368743057,0.0,50,0.0
2013-01-03 21:00:00,Beijing,CN,Asia/Shanghai,113.0,156.7,47.4,60.8,1285.5,52.7,203.4,-1.4,67.3,3.387528411886725,1015.0432733595644,0.0,99,0.0
2013-01-03 22:00:00,Beijing,CN,Asia/Shanghai,132.0,211.2,49.5,40.3,1785.1,54.2,237.5,-0.6,20.4,2.3863191748827157,1021.469427309855,0.0,46,0.0
2013-01-03 23:00:00,Beijing,CN,Asia/Shanghai,131.1,185.8,43.1,41.3,1572.5,44.1,236.0,-0.4,60.8,12.273558595110986,998.6160799819183,0.0,70,0.0
2013-01-04 00:00:00,Beijing,CN,Asia/Shanghai,104.1,173.5,51.6,45.8,1279.5,44.0,187.4,3.2,53.5,0.12150852445076687,1019.4414773246054,0.0,10,0.0
2013-01-04 01:00:00,Beijing,CN,Asia/Shanghai,92.0,148.9,48.3,67.1,1444.4,42.0,165.6,0.1,87.1,4.397943494621186,995.7308210210279,0.0,45,0.0
2013-01-04 02:00:00,Beijing,CN,Asia/Shanghai,101.5,134.3,56.8,56.9,2030.9,34.1,182.7,1.1,56.9,13.356188932042643,1025.600402273107,0.0,57,0.0
2013-01-04 03:00:00,Beijing,CN,Asia/Shanghai,145.0,235.9,45.9,51.4,1621.7,23.6,261.1,0.5,72.8,3.8799321386611774,1028.588242552421,0.0,12,0.0
2013-01-04 04:00:00,Beijing,CN,Asia/Shanghai,107.6,154.1,53.3,71.8,1689.4,26.3,193.7,4.9,33.7,13.52337005770368,1011.4445243447026,0.0,12,0.0
2013-01-04 05:00:00,Beijing,CN,Asia/Shanghai,90.7,133.6,49.2,63.6,1831.0,26.1,163.3,-1.5,61.7,6.822818917684625,1008.5657305183834,0.0,37,0.0
2013-01-04 06:00:00,Beijing,CN,Asia/Shanghai,116.9,171.7,57.8,55.5,1847.4,14.2,210.4,5.2,30.5,4.429449255872401,1004.2148958253249,0.0,93,0.0
2013-01-04 07:00:00,Beijing,CN,Asia/Shanghai,107.3,168.6,44.9,62.3,1416.4,38.7,193.1,-3.4,82.6,14.356450399621632,1007.0501656725813,0.0,39,0.0
2013-01-04 08:00:00,Beijing,CN,Asia/Shanghai,105.9,160.2,48.7,75.9,1616.7,48.8,190.7,-1.6,33.9,3.867467455341687,1025.700384853456,0.0,27,0.0
2013-01-04 09:00:00,Beijing,CN,Asia/Shanghai,96.3,139.7,47.1,46.2,1782.6,28.2,173.3,0.7,85.8,13.339270248045366,1005.3764596368877,0.0,1,0.0
2013-01-04 10:00:00,Beijing,CN,Asia/Shanghai,123.9,173.3,52.8,39.3,1546.0,40.6,223.0,-5.7,46.6,3.0000653306501874,1012.3920426077452,0.0,7,0.0
2013-01-04 11:00:00,Beijing,CN,Asia/Shanghai,108.0,164.1,55.9,62.5,1818.7,62.3,194.4,2.3,40.7,12.706805291444901,1030.3664808776757,0.0,64,0.0
2013-01-04 12:00:00,Beijing,CN,Asia/Shanghai,91.3,154.6,41.8,55.9,1584.8,45.1,164.4,-0.0,76.6,1.7217679908569976,988.5143010678445,0.0,32,0.0
2013-01-04 13:00:00,Beijing,CN,Asia/Shanghai,125.0,195.8,50.7,55.4,1496.0,47.0,225.0,5.8,36.0,4.720986642533182,1025.4766683416235,0.0,95,0.0
2013-01-04 14:00:00,Beijing,CN,Asia/Shanghai,99.9,158.2,56.2,51.5,1519.0,54.3,179.8,-1.0,45.0,9.97034358874814,999.2031800449224,0.0,52,0.0
2013-01-04 15:00:00,Beijing,CN,Asia/Shanghai,77.1,104.9,53.6,64.0,1278.8,43.4,138.8,1.1,20.8,13.152518659622794,996.4002251903498,0.0,97,0.0
2013-01-04 16:00:00,Beijing,CN,Asia/Shanghai,92.6,128.2,52.6,68.3,1876.9,59.3,166.8,9.0,51.5,11.074633919628825,995.3156267314018,0.0,49,0.0
2013-01-04 17:00:00,Beijing,CN,Asia/Shanghai,117.3,172.7,50.7,63.9,1655.4,70.2,211.1,0.8,27.9,4.598698570941957,1021.3142591526015,0.0,71,0.0
2013-01-04 18:00:00,Beijing,CN,Asia/Shanghai,79.2,114.0,50.6,99.5,1678.3,48.6,142.6,0.2,25.3,7.202542971111355,996.7208206905556,0.0,69,0.0
2013-01-04 19:00:00,Beijing,CN,Asia/Shanghai,137.5,208.3,51.8,69.8,1575.4,42.1,247.4,0.2,44.1,2.46450911091378,1016.9559113409977,0.0,58,0.0
2013-01-04 20:00:00,Beijing,CN,Asia/Shanghai,127.3,182.9,47.8,65.8,1649.4,17.1,229.2,2.0,36.5,3.604806980911392,1002.6615149858247,0.0,58,0.0
2013-01-04 21:00:00,Beijing,CN,Asia/Shanghai,108.8,145.2,55.0,58.3,1733.1,21.5,195.9,0.8,29.6,10.323014044378503,1009.7530643550477,0.0,20,0.0
2013-01-04 22:00:00,Beijing,CN,Asia/Shanghai,112.5,170.6,52.1,62.1,1710.6,29.4,202.5,-3.3,45.5,11.734462072005098,1006.578884204113,0.0,76,0.0
2013-01-04 23:00:00,Beijing,CN,Asia/Shanghai,108.3,170.3,50.7,55.7,1639.9,79.3,195.0,3.4,28.2,3.430081758390591,1006.0998310830555,0.8525520088262883,14,0.0
2013-01-05 00:00:00,Beijing,CN,Asia/Shanghai,72.3,114.3,52.6,59.5,1636.6,37.3,130.2,-3.7,72.0,6.553517109932502,1018.8882915604956,0.0,96,0.0
2013-01-05 01:00:00,Beijing,CN,Asia/Shanghai,113.7,183.9,48.1,84.3,1893.9,38.2,204.6,-7.0,49.2,10.148664241696236,1046.1934934913925,12.930871620652674,32,0.0
2013-01-05 02:00:00,Beijing,CN,Asia/Shanghai,75.6,132.6,58.8,53.9,1631.2,32.9,136.0,4.3,49.8,6.164158380291429,994.6278106658172,0.0,8,0.0
2013-01-05 03:00:00,Beijing,CN,Asia/Shanghai,94.7,132.7,48.1,56.8,1731.1,58.8,170.4,-0.1,36.2,6.751691308231872,1004.6481121530152,0.0,14,0.0
2013-01-05 04:00:00,Beijing,CN,Asia/Shanghai,101.6,140.0,52.1,64.5,1667.2,58.6,182.9,6.2,56.6,10.597456713187853,1031.920501092334,0.0,28,0.0
2013-01-05 05:00:00,Beijing,CN,Asia/Shanghai,136.7,207.5,50.8,58.7,1788.0,49.4,246.1,1.8,37.4,12.209286273115733,1013.7465958269636,0.0,19,0.0
2013-01-05 06:00:00,Beijing,CN,Asia/Shanghai,123.5,189.1,47.2,69.4,1750.1,63.7,222.2,4.4,70.8,11.833289092159445,1021.02801764128,0.0,61,0.0
2013-01-05 07:00:00,Beijing,CN,Asia/Shanghai,110.6,170.0,47.9,61.6,1469.2,15.8,199.0,-0.5,89.1,1.1422203242881412,1014.0018371622015,0.0,65,0.0
2013-01-05 08:00:00,Beijing,CN,Asia/Shanghai,111.2,153.4,51.7,49.3,1603.4,51.3,200.1,-1.0,76.7,2.006912641084096,1014.8991223223264,0.0,24,0.0
2013-01-05 09:00:00,Beijing,CN,Asia/Shanghai,85.6,125.2,49.8,58.9,1570.6,31.7,154.2,-3.6,65.9,2.646657984252643,1013.7542228791723,0.0,99,0.0
2013-01-05 10:00:00,Beijing,CN,Asia/Shanghai,93.1,137.2,52.2,71.1,1810.7,61.3,167.6,0.1,45.2,12.90387548443894,1010.2294065511718,0.0,56,0.0
2013-01-05 11:00:00,Beijing,CN,Asia/Shanghai,111.7,146.9,47.2,49.6,1902.4,49.5,201.1,-1.3,43.1,11.781530084030612,1008.6622597222841,0.0,50,0.0
2013-01-05 12:00:00,Beijing,CN,Asia/Shanghai,108.1,149.8,50.7,67.4,1355.8,50.3,194.5,-1.0,33.5,2.203322881120749,1017.7517997315389,0.0,7,0.0
2013-01-05 13:00:00,Beijing,CN,Asia/Shanghai,109.2,157.7,48.7,67.3,1474.7,50.6,196.6,-7.1,66.1,0.5449704304853098,1014.8753240760965,0.0,5,0.0
2013-01-05 14:00:00,Beijing,CN,Asia/Shanghai,79.5,108.8,44.4,51.4,1809.8,28.9,143.1,-0.6,84.0,13.917362318228099,1006.6420796989255,16.89834629645079,16,0.0
2013-01-05 15:00:00,Beijing,CN,Asia/Shanghai,98.9,160.0,48.5,57.0,1754.3,47.3,178.0,2.3,44.9,0.800562527458018,1010.9422129034926,0.0,81,0.0
2013-01-05 16:00:00,Beijing,CN,Asia/Shanghai,103.9,165.7,53.2,57.9,1839.8,36.5,187.0,-7.8,72.2,7.3454153440031345,1015.1121583057272,0.0,72,0.0
2013-01-05 17:00:00,Beijing,CN,Asia/Shanghai,118.5,179.5,49.7,63.4,1212.1,42.5,213.3,-2.3,69.9,12.678163072848111,998.5358209829936,0.0,13,0.0
2013-01-05 18:00:00,Beijing,CN,Asia/Shanghai,94.7,131.9,47.4,61.1,1847.7,27.2,170.4,-0.2,69.4,1.1054151295891623,1013.5319082149977,0.0,81,0.0
2013-01-05 19:00:00,Beijing,CN,Asia/Shanghai,112.4,167.3,49.2,51.3,1560.0,34.7,202.2,4.4,47.2,0.7435479101115561,1005.3899889141346,0.0,7,0.0
2013-01-05 20:00:00,Beijing,CN,Asia/Shanghai,114.6,179.7,55.9,71.3,1679.1,33.8,206.2,-2.9,86.6,0.07402173209618945,1009.4788841826451,0.0,95,0.0
2013-01-05 21:00:00,Beijing,CN,Asia/Shanghai,122.6,180.9,51.3,58.7,1590.4,41.3,220.6,0.2,41.5,2.75468768556208,1015.5886002747824,0.0,4,0.0
2013-01-05 22:00:00,Beijing,CN,Asia/Shanghai,107.4,163.1,52.9,75.4,1932.4,34.4,193.4,4.4,53.6,0.4892348832208976,1020.2195061715095,0.0,37,0.0
2013-01-05 23:00:00,Beijing,CN,Asia/Shanghai,131.9,193.1,40.9,49.2,1600.4,38.4,237.5,6.8,49.2,9.456905741810505,1021.3179444636324,0.0,95,0.0
2013-01-06 00:00:00,Beijing,CN,Asia/Shanghai,121.7,191.2,42.1,62.3,1673.0,31.1,219.1,-6.6,75.1,1.2696797500612473,1013.1183460942892,0.0,59,0.0
2013-01-06 01:00:00,Beijing,CN,Asia/Shanghai,124.9,185.2,48.6,64.1,2114.2,55.7,224.9,-4.0,54.4,3.7197325009889615,1009.9745529262153,0.0,97,0.0
2013-01-06 02:00:00,Beijing,CN,Asia/Shanghai,114.9,156.0,43.4,60.6,1518.7,42.9,206.9,-5.8,64.8,8.405134890178271,998.8849303513199,0.0,13,0.0
2013-01-06 03:00:00,Beijing,CN,Asia/Shanghai,99.8,155.8,48.0,59.7,1590.1,25.5,179.6,3.0,36.3,7.973957331085527,1025.4849192775605,0.0,42,0.0
2013-01-06 04:00:00,Beijing,CN,Asia/Shanghai,85.0,131.6,53.9,77.3,1765.6,52.2,153.0,2.3,86.2,5.494253601607716,995.5736473971613,0.0,19,0.0
2013-01-06 05:00:00,Beijing,CN,Asia/Shanghai,118.1,169.8,49.4,73.0,1808.2,52.2,212.6,2.8,88.6,13.518716763985532,1004.7119848018169,0.0,78,0.0
2013-01-06 06:00:00,Beijing,CN,Asia/Shanghai,97.2,136.0,49.4,60.1,1780.5,35.9,174.9,1.5,30.3,14.057974478003278,1013.3918608047925,0.0,49,0.0
2013-01-06 07:00:00,Beijing,CN,Asia/Shanghai,121.5,162.1,54.2,72.0,1580.3,14.6,218.7,-3.8,58.9,14.5117661442377,1012.145271738309,0.0,24,0.0
2013-01-06 08:00:00,Beijing,CN,Asia/Shanghai,124.8,189.5,54.7,54.2,1839.3,61.4,224.7,-0.5,38.5,14.876915628770991,1003.7147229748134,0.0,89,0.0
2013-01-06 09:00:00,Beijing,CN,Asia/Shanghai,108.0,163.0,45.4,77.6,1552.0,30.0,194.3,-0.5,38.4,5.696772314653842,1018.2057393898584,0.0,6,0.0
2013-01-06 10:00:00,Beijing,CN,Asia/Shanghai,116.9,175.4,42.5,60.0,1443.0,60.4,210.4,-4.9,89.0,11.20547045609055,1022.6465541755091,0.0,56,0.0
2013-01-06 11:00:00,Beijing,CN,Asia/Shanghai,112.4,172.7,47.6,52.1,1803.6,27.4,202.3,-4.6,22.8,10.108906629328485,1011.0839745524587,0.0,55,0.0
2013-01-06 12:00:00,Beijing,CN,Asia/Shanghai,107.2,172.3,51.6,73.2,1530.5,29.4,192.9,-1.5,55.5,2.103614365209394,996.590139753955,0.0,63,0.0
2013-01-06 13:00:00,Beijing,CN,Asia/Shanghai,114.9,167.7,55.4,62.4,1932.8,41.6,206.8,-7.2,47.5,8.763989736308103,1020.2025597846042,0.0,50,0.0
2013-01-06 14:00:00,Beijing,CN,Asia/Shanghai,105.0,158.7,48.8,64.8,2045.0,36.1,189.0,0.3,32.5,9.229326564278624,1016.8677646203511,0.0,65,0.0
2013-01-06 15:00:00,Beijing,CN,Asia/Shanghai,128.6,210.2,49.8,48.9,1556.2,24.3,231.5,-2.5,89.4,5.722826522406364,1012.7328183097072,0.0,40,0.0
2013-01-06 16:00:00,Beijing,CN,Asia/Shanghai,100.8,148.7,43.4,44.5,1842.5,51.8,181.5,-5.2,63.2,14.352091789556626,1037.5895033673905,0.0,30,0.0
2013-01-06 17:00:00,Beijing,CN,Asia/Shanghai,138.4,218.6,47.3,56.3,1288.3,32.5,249.2,-4.0,56.0,6.372297289521745,1025.4248180306574,0.0,30,0.0
2013-01-06 18:00:00,Beijing,CN,Asia/Shanghai,71.0,101.6,47.8,50.0,1569.8,41.1,127.9,0.6,44.3,12.866640525986954,1016.6267368242876,0.0,24,0.0
2013-01-06 19:00:00,Beijing,CN,Asia/Shanghai,114.7,161.0,53.1,61.8,1717.1,19.4,206.5,-4.9,49.6,6.678353628698245,1008.259572392871,0.0,82,0.0
2013-01-06 20:00:00,Beijing,CN,Asia/Shanghai,128.4,190.7,55.9,49.3,1663.3,40.6,231.2,4.8,26.9,9.593451259469472,1032.4693678675708,0.0,76,0.0
2013-01-06 21:00:00,Beijing,CN,Asia/Shanghai,117.6,191.4,50.0,53.4,1523.1,35.6,211.7,1.0,26.9,1.4314328043952085,1012.0177699716438,0.0,95,0.0
2013-01-06 22:00:00,Beijing,CN,Asia/Shanghai,114.5,177.5,51.7,73.9,1972.9,42.4,206.1,-2.3,30.6,5.670807463007717,1028.8428285058692,0.0,93,0.0
2013-01-06 23:00:00,Beijing,CN,Asia/Shanghai,93.1,146.2,47.2,66.1,1472.0,32.8,167.5,-0.9,23.5,9.531917604580897,1011.2125692680626,0.0,96,0.0
