Local Time,UTC Time,City,Country Code,Timezone,AQI,CO,NO2,O3,PM10,PM25,SO2,Clouds,Precipitation,Pressure,Relative Humidity,Temperature,UV Index,Wind Speed
2013-01-01 22:00:00,2013-01-01 15:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,130,780.8,51.3,71.7,114.6,72.6,19.5,83,0.0,1003.2,65.2,18.9,10.7,0.8
2013-01-01 23:00:00,2013-01-01 16:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,119,732.0,48.2,65.3,107.8,66.5,18.3,60,0.0,1011.6,60.8,21.0,2.5,3.1
2013-01-02 00:00:00,2013-01-01 17:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,188,1038.4,67.4,18.4,171.5,104.8,26.0,46,0.0,1012.6,76.6,12.0,4.8,8.3
2013-01-02 01:00:00,2013-01-01 18:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,127,768.8,50.6,55.1,114.0,71.1,19.2,29,0.0,1017.9,46.2,30.1,1.3,4.3
2013-01-02 02:00:00,2013-01-01 19:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,147,853.6,55.8,13.2,136.1,81.7,21.3,30,0.0,1012.6,62.8,12.5,7.9,4.8
2013-01-02 03:00:00,2013-01-01 20:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,66,494.4,33.4,75.6,66.2,36.8,12.4,21,0.0,1013.5,58.5,28.1,10.0,1.6
2013-01-02 04:00:00,2013-01-01 21:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,66,496.8,33.6,47.6,61.3,37.1,12.4,93,0.0,1013.9,50.3,31.1,9.0,1.7
2013-01-02 05:00:00,2013-01-01 22:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,196,1072.8,69.6,18.0,170.4,109.1,26.8,70,0.0,1018.4,69.8,16.6,5.0,4.1
2013-01-02 06:00:00,2013-01-01 23:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,197,1078.4,69.9,47.1,175.8,109.8,27.0,77,0.0,1017.3,91.9,27.2,3.2,5.8
2013-01-02 07:00:00,2013-01-02 00:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,197,1079.2,70.0,59.6,175.4,109.9,27.0,37,0.0,1016.8,88.1,15.7,3.6,5.4
2013-01-02 08:00:00,2013-01-02 01:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,198,1080.8,70.0,63.8,176.8,110.1,27.0,89,0.0,1003.9,83.6,26.0,0.5,7.5
2013-01-02 09:00:00,2013-01-02 02:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,178,991.2,64.4,55.6,155.8,98.9,24.8,77,0.0,1019.0,54.0,23.7,5.0,4.8
2013-01-02 10:00:00,2013-01-02 03:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,130,779.2,51.2,52.8,122.7,72.4,19.5,71,0.0,1009.2,86.0,27.5,0.4,8.5
2013-01-02 11:00:00,2013-01-02 04:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,151,872.0,57.0,36.8,131.4,84.0,21.8,33,0.0,1004.1,95.4,37.7,4.4,2.6
2013-01-02 12:00:00,2013-01-02 05:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,112,699.2,46.2,19.9,104.7,62.4,17.5,63,0.0,1005.2,79.9,29.0,6.2,2.0
2013-01-02 13:00:00,2013-01-02 06:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,136,804.8,52.8,14.1,119.9,75.6,20.1,93,0.0,1003.4,56.6,10.6,7.1,2.8
2013-01-02 14:00:00,2013-01-02 07:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,73,526.4,35.4,25.0,69.9,40.8,13.2,97,0.0,1013.0,86.0,35.5,8.9,6.8
2013-01-02 15:00:00,2013-01-02 08:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,123,749.6,49.4,68.2,112.9,68.7,18.7,48,0.0,1002.6,66.5,11.9,5.8,5.2
2013-01-02 16:00:00,2013-01-02 09:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,163,924.8,60.3,76.5,147.0,90.6,23.1,80,0.0,1018.2,41.4,11.7,6.2,1.1
2013-01-02 17:00:00,2013-01-02 10:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,297,1523.2,97.7,30.8,260.0,165.4,38.1,23,0.0,1017.5,78.5,31.5,9.0,8.6
2013-01-02 18:00:00,2013-01-02 11:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,266,1384.8,89.0,31.1,236.0,148.1,34.6,29,0.0,1018.9,93.9,14.2,0.4,8.5
2013-01-02 19:00:00,2013-01-02 12:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,223,1193.6,77.1,20.0,192.9,124.2,29.8,48,0.0,997.8,61.8,12.0,4.2,6.5
2013-01-02 20:00:00,2013-01-02 13:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,164,932.8,60.8,11.7,150.8,91.6,23.3,73,0.0,1010.7,96.2,15.4,11.6,8.7
2013-01-02 21:00:00,2013-01-02 14:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,201,1097.6,71.1,14.1,176.0,112.2,27.4,88,0.0,998.2,60.3,30.6,5.7,5.6
2013-01-02 22:00:00,2013-01-02 15:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,168,947.2,61.7,34.4,152.0,93.4,23.7,31,0.0,1000.8,77.5,25.3,2.4,4.0
2013-01-02 23:00:00,2013-01-02 16:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,134,796.0,52.2,55.6,120.1,74.5,19.9,66,0.0,1013.4,80.0,17.7,8.8,4.0
2013-01-03 00:00:00,2013-01-02 17:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,181,1008.8,65.6,18.6,166.6,101.1,25.2,72,0.0,1015.3,50.7,26.5,3.1,5.0
2013-01-03 01:00:00,2013-01-02 18:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,108,683.2,45.2,63.9,104.6,60.4,17.1,63,0.0,1003.7,95.2,18.0,6.8,5.5
2013-01-03 02:00:00,2013-01-02 19:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,137,810.4,53.2,72.3,129.2,76.3,20.3,68,0.0,1018.3,61.0,22.1,2.8,2.8
2013-01-03 03:00:00,2013-01-02 20:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,77,544.8,36.6,52.6,71.4,43.1,13.6,85,0.0,1001.4,44.4,17.5,2.8,10.0
2013-01-03 04:00:00,2013-01-02 21:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,134,797.6,52.4,33.2,122.1,74.7,19.9,28,0.0,1016.6,92.3,17.2,9.8,8.3
2013-01-03 05:00:00,2013-01-02 22:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,148,860.8,56.3,57.2,129.5,82.6,21.5,37,0.0,1014.1,77.8,30.2,1.6,4.5
2013-01-03 06:00:00,2013-01-02 23:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,140,822.4,53.9,10.9,128.2,77.8,20.6,87,0.0,1004.2,42.2,30.5,3.5,9.0
2013-01-03 07:00:00,2013-01-03 00:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,172,965.6,62.8,53.0,158.3,95.7,24.1,33,0.0,1019.2,56.0,13.2,8.1,3.2
2013-01-03 08:00:00,2013-01-03 01:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,170,956.0,62.2,54.7,149.3,94.5,23.9,32,0.0,1015.3,48.6,18.9,9.6,7.2
2013-01-03 09:00:00,2013-01-03 02:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,158,902.4,58.9,72.1,145.2,87.8,22.6,88,0.0,995.9,73.1,17.2,3.9,8.6
2013-01-03 10:00:00,2013-01-03 03:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,148,858.4,56.2,23.6,134.8,82.3,21.5,71,0.0,1006.9,90.9,30.1,11.3,1.8
2013-01-03 11:00:00,2013-01-03 04:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,104,662.4,43.9,72.7,97.6,57.8,16.6,67,0.0,1002.7,89.4,17.2,11.4,7.4
2013-01-03 12:00:00,2013-01-03 05:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,103,658.4,43.6,10.1,91.8,57.3,16.5,37,0.0,1008.9,61.7,17.3,1.5,2.7
2013-01-03 13:00:00,2013-01-03 06:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,65,492.8,33.3,36.1,66.1,36.6,12.3,50,0.0,1005.2,59.1,31.5,1.7,6.0
2013-01-03 14:00:00,2013-01-03 07:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,74,529.6,35.6,56.7,73.1,41.2,13.2,89,0.0,995.8,56.9,28.1,1.0,5.5
2013-01-03 15:00:00,2013-01-03 08:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,106,671.2,44.4,16.2,97.6,58.9,16.8,76,0.0,1007.5,79.4,15.8,6.1,8.6
2013-01-03 16:00:00,2013-01-03 09:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,148,860.0,56.2,62.4,129.7,82.5,21.5,61,0.0,999.4,50.8,17.0,11.4,2.0
2013-01-03 17:00:00,2013-01-03 10:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,260,1356.0,87.2,34.6,226.3,144.5,33.9,35,0.0,1010.3,78.8,35.0,7.8,6.2
2013-01-03 18:00:00,2013-01-03 11:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,254,1332.0,85.8,13.7,221.5,141.5,33.3,90,0.0,1015.0,72.5,14.9,9.5,8.6
2013-01-03 19:00:00,2013-01-03 12:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,273,1414.4,90.9,15.8,234.8,151.8,35.4,85,0.0,1009.1,74.0,20.2,3.1,2.9
2013-01-03 20:00:00,2013-01-03 13:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,165,933.6,60.8,10.9,149.6,91.7,23.3,47,0.0,996.3,77.7,14.6,10.0,2.0
2013-01-03 21:00:00,2013-01-03 14:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,142,832.0,54.5,40.4,131.0,79.0,20.8,20,0.0,997.4,51.2,33.7,1.7,9.4
2013-01-03 22:00:00,2013-01-03 15:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,150,870.4,56.9,64.2,139.1,83.8,21.8,42,0.0,1009.2,76.5,30.3,5.3,8.7
2013-01-03 23:00:00,2013-01-03 16:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,163,927.2,60.4,59.2,150.8,90.9,23.2,38,0.0,999.5,55.2,31.0,9.1,7.5
2013-01-04 00:00:00,2013-01-03 17:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,165,937.6,61.1,77.5,153.0,92.2,23.4,40,0.0,1017.0,57.7,21.6,5.7,5.6
2013-01-04 01:00:00,2013-01-03 18:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,166,941.6,61.4,15.6,145.0,92.7,23.5,44,0.0,1017.2,84.7,18.2,6.5,6.7
2013-01-04 02:00:00,2013-01-03 19:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,129,777.6,51.1,54.0,113.4,72.2,19.4,77,0.0,998.5,46.6,15.3,10.3,4.2
2013-01-04 03:00:00,2013-01-03 20:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,102,653.6,43.4,48.9,91.0,56.7,16.3,89,0.0,1007.9,84.7,34.0,9.9,7.3
2013-01-04 04:00:00,2013-01-03 21:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,67,500.0,33.8,68.7,66.3,37.5,12.5,61,0.0,1013.7,45.7,13.4,1.7,3.0
2013-01-04 05:00:00,2013-01-03 22:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,126,764.0,50.2,74.7,120.5,70.5,19.1,46,0.0,1005.3,64.4,37.6,5.6,7.4
2013-01-04 06:00:00,2013-01-03 23:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,130,780.0,51.2,36.7,123.0,72.5,19.5,83,0.0,995.2,62.9,26.8,11.4,6.0
2013-01-04 07:00:00,2013-01-04 00:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,238,1259.2,81.2,69.9,209.1,132.4,31.5,55,0.0,1014.4,88.1,29.6,5.8,9.7
2013-01-04 08:00:00,2013-01-04 01:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,201,1093.6,70.8,11.0,180.6,111.7,27.3,25,0.0,1013.0,79.9,18.3,3.6,1.4
2013-01-04 09:00:00,2013-01-04 02:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,151,871.2,57.0,56.2,134.9,83.9,21.8,77,0.0,997.3,44.2,23.5,1.0,5.9
2013-01-04 10:00:00,2013-01-04 03:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,199,1086.4,70.4,12.8,177.2,110.8,27.2,58,0.0,997.7,59.9,32.7,5.1,0.6
2013-01-04 11:00:00,2013-01-04 04:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,150,868.0,56.8,43.9,130.7,83.5,21.7,84,0.0,1000.6,81.0,15.6,6.2,4.0
2013-01-04 12:00:00,2013-01-04 05:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,71,517.6,34.8,57.2,65.1,39.7,12.9,40,0.0,1011.1,41.8,34.0,5.6,4.1
2013-01-04 13:00:00,2013-01-04 06:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,61,471.2,32.0,35.5,65.0,33.9,11.8,25,0.0,1000.3,51.7,36.0,5.8,2.8
2013-01-04 14:00:00,2013-01-04 07:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,118,724.8,47.8,42.2,113.3,65.6,18.1,31,0.0,1000.0,85.1,20.7,0.7,3.0
2013-01-04 15:00:00,2013-01-04 08:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,122,744.0,49.0,52.0,108.5,68.0,18.6,64,0.0,1015.4,40.0,24.1,7.8,9.9
2013-01-04 16:00:00,2013-01-04 09:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,184,1021.6,66.4,46.5,166.3,102.7,25.5,40,0.0,1018.2,80.6,35.2,0.7,4.6
2013-01-04 17:00:00,2013-01-04 10:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,220,1181.6,76.4,55.3,191.1,122.7,29.5,24,0.0,1020.0,52.9,11.8,0.6,0.6
2013-01-04 18:00:00,2013-01-04 11:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,223,1192.0,77.0,34.5,195.3,124.0,29.8,79,0.0,1018.4,77.0,37.7,4.2,9.7
2013-01-04 19:00:00,2013-01-04 12:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,221,1183.2,76.4,16.3,194.8,122.9,29.6,30,0.0,998.7,85.1,33.0,11.7,8.8
2013-01-04 20:00:00,2013-01-04 13:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,215,1159.2,75.0,57.3,185.9,119.9,29.0,38,0.0,1004.3,76.2,35.4,7.1,8.7
2013-01-04 21:00:00,2013-01-04 14:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,221,1184.8,76.6,51.3,193.0,123.1,29.6,85,0.0,1009.7,52.9,14.3,8.4,9.7
2013-01-04 22:00:00,2013-01-04 15:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,170,958.4,62.4,66.2,154.9,94.8,24.0,87,0.0,1018.5,78.1,37.2,0.1,7.0
2013-01-04 23:00:00,2013-01-04 16:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,177,988.8,64.3,22.5,161.3,98.6,24.7,83,0.0,1018.4,80.0,37.6,11.8,6.0
2013-01-05 00:00:00,2013-01-04 17:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,99,643.2,42.7,54.0,88.9,55.4,16.1,76,0.0,999.9,96.1,19.0,1.4,7.2
2013-01-05 01:00:00,2013-01-04 18:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,209,1132.0,73.2,18.6,180.9,116.5,28.3,74,0.0,1005.7,81.6,32.9,1.3,1.2
2013-01-05 02:00:00,2013-01-04 19:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,94,620.0,41.2,18.1,86.0,52.5,15.5,32,0.0,998.7,48.8,24.9,3.3,3.1
2013-01-05 03:00:00,2013-01-04 20:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,165,934.4,60.9,53.3,147.5,91.8,23.4,55,0.0,1012.3,68.7,21.1,8.8,3.8
2013-01-05 04:00:00,2013-01-04 21:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,129,775.2,51.0,58.2,115.1,71.9,19.4,45,0.0,1012.4,95.4,34.7,5.0,9.4
2013-01-05 05:00:00,2013-01-04 22:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,139,820.0,53.8,44.4,129.3,77.5,20.5,33,0.0,1000.6,71.6,32.1,5.2,2.6
2013-01-05 06:00:00,2013-01-04 23:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,128,772.8,50.8,63.6,115.5,71.6,19.3,60,0.0,999.9,61.7,21.9,3.7,1.8
2013-01-05 07:00:00,2013-01-05 00:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,211,1139.2,73.7,72.9,186.7,117.4,28.5,76,0.0,998.3,79.6,34.3,10.2,9.2
2013-01-05 08:00:00,2013-01-05 01:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,196,1071.2,69.4,70.5,171.8,108.9,26.8,28,0.0,1010.3,85.7,34.0,11.5,6.9
2013-01-05 09:00:00,2013-01-05 02:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,144,841.6,55.1,35.8,131.5,80.2,21.0,93,0.0,997.5,78.1,23.1,4.7,0.0
2013-01-05 10:00:00,2013-01-05 03:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,142,835.2,54.7,50.3,129.8,79.4,20.9,25,0.0,1006.2,91.3,14.6,6.2,6.6
2013-01-05 11:00:00,2013-01-05 04:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,114,707.2,46.7,33.2,108.1,63.4,17.7,78,0.0,995.3,68.9,30.0,11.2,5.9
2013-01-05 12:00:00,2013-01-05 05:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,90,600.0,40.0,39.5,87.7,50.0,15.0,27,0.0,1012.7,56.6,18.0,1.3,0.4
2013-01-05 13:00:00,2013-01-05 06:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,86,584.8,39.0,14.8,86.3,48.1,14.6,95,0.0,1015.4,58.4,14.8,11.0,0.3
2013-01-05 14:00:00,2013-01-05 07:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,132,788.0,51.8,52.9,122.4,73.5,19.7,84,0.0,996.8,69.5,26.5,9.5,4.3
2013-01-05 15:00:00,2013-01-05 08:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,170,958.4,62.4,55.9,148.9,94.8,24.0,49,0.0,995.1,43.2,25.4,3.9,5.5
2013-01-05 16:00:00,2013-01-05 09:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,142,832.0,54.5,20.9,127.7,79.0,20.8,88,0.0,1016.3,74.8,30.9,2.8,8.3
2013-01-05 17:00:00,2013-01-05 10:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,156,897.6,58.6,21.2,139.0,87.2,22.4,72,0.0,998.2,90.4,27.0,0.9,6.1
2013-01-05 18:00:00,2013-01-05 11:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,290,1489.6,95.6,19.4,247.8,161.2,37.2,81,0.0,1007.0,64.4,36.6,10.9,0.5
2013-01-05 19:00:00,2013-01-05 12:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,248,1306.4,84.2,74.2,213.3,138.3,32.7,25,0.0,1013.0,55.5,16.5,9.7,8.6
2013-01-05 20:00:00,2013-01-05 13:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,160,915.2,59.7,21.5,144.0,89.4,22.9,79,0.0,1013.1,51.0,17.6,7.1,7.6
2013-01-05 21:00:00,2013-01-05 14:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,190,1048.8,68.0,55.5,167.9,106.1,26.2,56,0.0,1009.7,68.8,24.9,0.7,3.7
2013-01-05 22:00:00,2013-01-05 15:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,120,735.2,48.4,34.6,114.4,66.9,18.4,25,0.0,1001.9,93.7,10.6,9.2,3.7
2013-01-05 23:00:00,2013-01-05 16:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,166,940.8,61.3,61.2,145.4,92.6,23.5,64,0.0,1014.9,63.1,31.4,4.3,6.0
2013-01-06 00:00:00,2013-01-05 17:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,137,810.4,53.2,45.0,122.1,76.3,20.3,46,0.0,998.3,56.7,17.6,11.6,6.1
2013-01-06 01:00:00,2013-01-05 18:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,142,835.2,54.7,19.6,127.4,79.4,20.9,20,0.0,996.9,78.9,12.3,4.6,6.3
2013-01-06 02:00:00,2013-01-05 19:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,131,785.6,51.6,68.2,119.1,73.2,19.6,57,0.0,996.4,97.9,17.6,5.4,5.7
2013-01-06 03:00:00,2013-01-05 20:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,118,724.8,47.8,33.0,105.1,65.6,18.1,97,0.0,1018.3,97.4,27.3,3.5,3.2
2013-01-06 04:00:00,2013-01-05 21:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,72,520.0,35.0,50.3,72.7,40.0,13.0,54,0.0,995.2,76.7,27.4,8.6,1.3
2013-01-06 05:00:00,2013-01-05 22:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,156,895.2,58.4,62.7,139.6,86.9,22.4,91,0.0,996.3,47.4,29.2,0.5,3.9
2013-01-06 06:00:00,2013-01-05 23:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,169,952.0,62.0,63.0,146.6,94.0,23.8,99,0.0,995.9,78.9,26.8,8.5,7.8
2013-01-06 07:00:00,2013-01-06 00:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,210,1133.6,73.4,39.9,185.2,116.7,28.3,83,0.0,1005.5,83.7,12.6,1.0,1.2
2013-01-06 08:00:00,2013-01-06 01:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,212,1143.2,74.0,28.5,186.3,117.9,28.6,35,0.0,997.4,72.4,32.8,7.7,3.9
2013-01-06 09:00:00,2013-01-06 02:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,115,712.8,47.0,74.3,106.6,64.1,17.8,91,0.0,1001.3,56.8,32.0,6.7,4.2
2013-01-06 10:00:00,2013-01-06 03:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,178,993.6,64.6,26.5,156.9,99.2,24.8,47,0.0,1012.1,52.4,31.6,1.3,5.9
2013-01-06 11:00:00,2013-01-06 04:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,187,1032.0,67.0,78.9,165.5,104.0,25.8,50,0.0,1000.5,69.3,16.5,7.4,8.8
