Local Time,UTC Time,City,Country Code,Timezone,AQI,CO,NO2,O3,PM10,PM25,SO2,Clouds,Precipitation,Pressure,Relative Humidity,Temperature,UV Index,Wind Speed
2013-01-01 11:00:00,2013-01-01 04:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,121,738.4,48.6,79.7,112.5,67.3,18.5,47,0.0,995.6,46.5,27.1,0.4,3.4
2013-01-01 12:00:00,2013-01-01 05:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,86,586.4,39.2,48.2,79.8,48.3,14.7,57,0.0,996.8,43.5,15.0,4.9,1.2
2013-01-01 13:00:00,2013-01-01 06:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,62,479.2,32.4,54.5,65.3,34.9,12.0,94,0.0,1007.8,80.6,20.8,5.1,0.4
2013-01-01 14:00:00,2013-01-01 07:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,86,586.4,39.2,33.7,80.2,48.3,14.7,43,0.0,998.7,97.1,14.4,7.6,0.9
2013-01-01 15:00:00,2013-01-01 08:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,44,396.0,27.2,55.9,50.8,24.5,9.9,56,0.0,1011.3,56.5,18.2,5.2,4.3
2013-01-01 16:00:00,2013-01-01 09:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,71,518.4,34.9,31.6,73.2,39.8,13.0,69,0.0,1004.0,57.9,20.4,6.3,1.3
2013-01-01 17:00:00,2013-01-01 10:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,136,806.4,52.9,22.4,121.1,75.8,20.2,48,0.0,1001.9,75.6,17.5,2.5,9.8
2013-01-01 18:00:00,2013-01-01 11:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,181,1007.2,65.4,25.1,164.9,100.9,25.2,98,0.0,1005.1,75.4,14.8,4.1,6.3
2013-01-01 19:00:00,2013-01-01 12:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,169,952.0,62.0,76.1,152.2,94.0,23.8,34,0.0,1005.7,75.6,11.9,8.0,3.0
2013-01-01 20:00:00,2013-01-01 13:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,162,923.2,60.2,53.8,145.0,90.4,23.1,33,0.0,1018.2,74.1,21.2,4.9,3.2
2013-01-01 21:00:00,2013-01-01 14:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,141,829.6,54.4,40.6,126.4,78.7,20.7,72,0.0,1015.7,81.2,23.2,6.9,1.1
2013-01-01 22:00:00,2013-01-01 15:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,160,913.6,59.6,18.4,146.2,89.2,22.8,72,0.0,1018.2,45.0,36.2,4.3,1.5
2013-01-01 23:00:00,2013-01-01 16:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,108,680.8,45.0,25.5,95.6,60.1,17.0,43,0.0,1000.7,83.6,26.4,6.8,5.4
2013-01-02 00:00:00,2013-01-01 17:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,28,325.6,22.8,68.3,32.4,15.7,8.1,93,0.0,997.7,70.3,32.8,1.5,5.6
2013-01-02 01:00:00,2013-01-01 18:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,60,470.4,31.9,22.9,57.7,33.8,11.8,96,0.0,1014.1,43.8,12.3,8.2,4.1
2013-01-02 02:00:00,2013-01-01 19:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,74,529.6,35.6,74.6,67.1,41.2,13.2,56,0.0,1017.5,81.0,36.9,0.1,1.1
2013-01-02 03:00:00,2013-01-01 20:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,103,660.0,43.8,24.0,96.0,57.5,16.5,22,0.0,1017.3,65.5,31.9,0.9,1.8
2013-01-02 04:00:00,2013-01-01 21:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,122,745.6,49.1,50.9,110.1,68.2,18.6,59,0.0,1004.3,77.1,13.4,8.7,3.4
2013-01-02 05:00:00,2013-01-01 22:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,126,761.6,50.1,40.5,114.2,70.2,19.0,64,0.0,998.5,76.6,23.2,10.3,8.9
2013-01-02 06:00:00,2013-01-01 23:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,75,533.6,35.8,11.0,73.1,41.7,13.3,98,0.0,1009.1,40.6,22.6,0.8,7.6
2013-01-02 07:00:00,2013-01-02 00:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,166,940.0,61.2,45.6,146.1,92.5,23.5,43,0.0,1005.6,62.8,36.6,3.9,3.5
2013-01-02 08:00:00,2013-01-02 01:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,155,890.4,58.2,33.2,140.0,86.3,22.3,59,0.0,998.2,54.4,14.2,2.0,3.7
2013-01-02 09:00:00,2013-01-02 02:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,120,735.2,48.4,74.4,113.3,66.9,18.4,66,0.0,1006.0,82.8,15.9,11.7,0.0
2013-01-02 10:00:00,2013-01-02 03:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,118,726.4,47.9,23.8,107.8,65.8,18.2,54,0.0,1001.8,43.5,18.2,11.8,5.7
2013-01-02 11:00:00,2013-01-02 04:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,91,608.8,40.6,50.6,91.0,51.1,15.2,23,0.0,1003.6,78.8,21.9,10.9,2.3
2013-01-02 12:00:00,2013-01-02 05:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,173,969.6,63.1,33.6,154.5,96.2,24.2,28,0.0,1018.8,48.6,35.2,2.0,4.1
2013-01-02 13:00:00,2013-01-02 06:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,38,372.8,25.8,14.6,40.1,21.6,9.3,32,0.0,1010.1,76.3,33.0,4.0,7.6
2013-01-02 14:00:00,2013-01-02 07:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,20,288.0,20.5,29.8,29.5,11.0,7.2,39,0.0,1012.8,77.5,33.1,6.0,5.5
2013-01-02 15:00:00,2013-01-02 08:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,54,440.8,30.0,59.9,54.3,30.1,11.0,44,0.0,1003.9,81.2,32.4,7.3,1.8
2013-01-02 16:00:00,2013-01-02 09:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,95,624.8,41.6,63.4,92.0,53.1,15.6,92,0.0,1009.9,64.7,25.2,0.7,2.4
2013-01-02 17:00:00,2013-01-02 10:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,127,767.2,50.4,79.6,117.4,70.9,19.2,75,0.0,999.9,70.3,37.2,4.4,5.3
2013-01-02 18:00:00,2013-01-02 11:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,152,879.2,57.4,65.4,132.6,84.9,22.0,75,0.0,1009.6,41.6,26.1,5.2,6.6
2013-01-02 19:00:00,2013-01-02 12:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,177,988.8,64.3,34.4,160.3,98.6,24.7,25,0.0,1002.9,67.4,35.4,6.5,9.0
2013-01-02 20:00:00,2013-01-02 13:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,110,692.0,45.8,34.1,98.4,61.5,17.3,27,0.0,1008.3,90.2,18.6,7.6,5.6
2013-01-02 21:00:00,2013-01-02 14:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,68,504.8,34.0,66.6,64.0,38.1,12.6,83,0.0,1014.1,95.7,24.5,2.2,8.7
2013-01-02 22:00:00,2013-01-02 15:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,134,796.8,52.3,71.9,117.6,74.6,19.9,41,0.0,1016.2,52.7,35.9,10.7,2.1
2013-01-02 23:00:00,2013-01-02 16:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,82,564.8,37.8,21.9,80.9,45.6,14.1,45,0.0,999.6,60.1,26.8,4.2,2.1
2013-01-03 00:00:00,2013-01-02 17:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,102,656.8,43.6,62.1,94.3,57.1,16.4,79,0.0,999.8,63.8,21.6,11.8,5.9
2013-01-03 01:00:00,2013-01-02 18:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,159,908.0,59.2,20.8,146.3,88.5,22.7,70,0.0,1012.8,88.2,20.2,9.5,2.1
2013-01-03 02:00:00,2013-01-02 19:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,132,788.0,51.8,10.8,118.7,73.5,19.7,95,0.0,1012.6,64.4,33.8,2.5,9.7
2013-01-03 03:00:00,2013-01-02 20:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,143,838.4,54.9,53.0,133.3,79.8,21.0,61,0.0,1006.7,48.3,14.1,9.4,5.6
2013-01-03 04:00:00,2013-01-02 21:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,86,585.6,39.1,42.6,86.7,48.2,14.6,75,0.0,1008.9,86.4,11.8,5.7,6.3
2013-01-03 05:00:00,2013-01-02 22:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,99,642.4,42.6,44.8,90.7,55.3,16.1,94,0.0,1005.8,52.3,23.4,8.2,2.3
2013-01-03 06:00:00,2013-01-02 23:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,106,674.4,44.6,50.6,96.3,59.3,16.9,93,0.0,999.9,92.1,22.4,9.6,6.2
2013-01-03 07:00:00,2013-01-03 00:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,166,941.6,61.4,24.0,150.1,92.7,23.5,36,0.0,1004.3,77.9,11.4,2.3,6.0
2013-01-03 08:00:00,2013-01-03 01:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,166,938.4,61.2,72.2,146.7,92.3,23.5,81,0.0,997.9,52.7,25.4,11.4,3.4
2013-01-03 09:00:00,2013-01-03 02:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,111,696.0,46.0,48.9,107.4,62.0,17.4,61,0.0,999.6,50.2,20.6,6.0,2.8
2013-01-03 10:00:00,2013-01-03 03:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,105,668.8,44.3,19.0,98.4,58.6,16.7,50,0.0,1007.1,84.3,32.7,3.0,5.5
2013-01-03 11:00:00,2013-01-03 04:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,153,881.6,57.6,67.4,137.0,85.2,22.0,27,0.0,1014.3,72.9,24.1,12.0,8.5
2013-01-03 12:00:00,2013-01-03 05:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,115,713.6,47.1,29.7,109.7,64.2,17.8,29,0.0,1012.0,44.9,10.7,4.9,4.2
2013-01-03 13:00:00,2013-01-03 06:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,59,466.4,31.6,72.9,64.0,33.3,11.7,80,0.0,1006.7,59.4,16.5,5.5,3.8
2013-01-03 14:00:00,2013-01-03 07:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,83,572.0,38.2,30.5,75.4,46.5,14.3,22,0.0,1018.4,87.9,23.1,9.6,6.6
2013-01-03 15:00:00,2013-01-03 08:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,57,453.6,30.8,39.4,55.3,31.7,11.3,55,0.0,1012.3,42.0,17.5,5.4,8.4
2013-01-03 16:00:00,2013-01-03 09:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,108,680.0,45.0,39.0,95.3,60.0,17.0,88,0.0,1008.6,97.0,29.0,5.8,2.0
2013-01-03 17:00:00,2013-01-03 10:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,163,928.0,60.5,26.6,147.5,91.0,23.2,47,0.0,1018.2,70.9,18.9,0.6,3.6
2013-01-03 18:00:00,2013-01-03 11:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,125,756.8,49.8,39.4,112.5,69.6,18.9,87,0.0,1004.7,63.9,30.3,3.2,3.4
2013-01-03 19:00:00,2013-01-03 12:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,121,741.6,48.8,69.2,116.3,67.7,18.5,69,0.0,1000.3,64.5,16.4,2.3,1.1
2013-01-03 20:00:00,2013-01-03 13:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,162,921.6,60.1,73.6,146.6,90.2,23.0,34,0.0,1017.1,67.9,10.8,4.2,6.9
2013-01-03 21:00:00,2013-01-03 14:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,166,940.8,61.3,14.9,145.1,92.6,23.5,49,0.0,996.8,42.7,35.9,6.3,2.4
2013-01-03 22:00:00,2013-01-03 15:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,150,867.2,56.7,61.1,139.7,83.4,21.7,26,0.0,1015.5,52.0,32.8,8.1,3.2
2013-01-03 23:00:00,2013-01-03 16:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,154,887.2,58.0,31.3,135.6,85.9,22.2,31,0.0,1003.7,77.7,34.0,2.3,6.3
2013-01-04 00:00:00,2013-01-03 17:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,89,596.8,39.8,50.4,81.1,49.6,14.9,46,0.0,1016.7,56.6,31.0,12.0,7.2
2013-01-04 01:00:00,2013-01-03 18:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,162,924.0,60.2,69.1,145.3,90.5,23.1,87,0.0,1006.0,77.0,11.7,6.7,1.8
2013-01-04 02:00:00,2013-01-03 19:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,73,528.8,35.6,14.3,70.7,41.1,13.2,89,0.0,1000.0,98.4,25.4,11.7,2.9
2013-01-04 03:00:00,2013-01-03 20:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,146,852.0,55.8,31.9,127.9,81.5,21.3,27,0.0,1017.0,75.8,10.2,4.0,7.9
2013-01-04 04:00:00,2013-01-03 21:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,135,802.4,52.6,47.6,118.6,75.3,20.1,92,0.0,1009.6,97.8,32.3,0.0,7.3
2013-01-04 05:00:00,2013-01-03 22:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,81,564.0,37.8,29.7,76.2,45.5,14.1,35,0.0,1000.9,56.4,17.3,9.9,7.2
2013-01-04 06:00:00,2013-01-03 23:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,111,696.8,46.0,57.1,106.3,62.1,17.4,62,0.0,999.5,66.2,22.8,7.9,9.8
2013-01-04 07:00:00,2013-01-04 00:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,141,828.0,54.2,14.4,127.5,78.5,20.7,64,0.0,1015.5,69.2,35.8,11.5,5.8
2013-01-04 08:00:00,2013-01-04 01:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,132,789.6,51.8,45.6,117.4,73.7,19.7,68,0.0,1000.9,56.1,18.2,5.2,0.7
2013-01-04 09:00:00,2013-01-04 02:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,75,537.6,36.1,43.5,72.9,42.2,13.4,89,0.0,1004.0,69.8,23.0,8.9,8.7
2013-01-04 10:00:00,2013-01-04 03:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,151,872.0,57.0,72.1,136.8,84.0,21.8,73,0.0,1012.1,75.7,13.4,3.6,7.0
2013-01-04 11:00:00,2013-01-04 04:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,111,697.6,46.1,34.2,103.4,62.2,17.4,90,0.0,1005.1,82.6,22.1,6.3,9.7
2013-01-04 12:00:00,2013-01-04 05:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,75,535.2,36.0,27.4,70.0,41.9,13.4,31,0.0,1011.3,76.4,24.8,5.8,1.1
2013-01-04 13:00:00,2013-01-04 06:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,123,747.2,49.2,13.5,108.0,68.4,18.7,91,0.0,999.9,78.9,34.5,4.2,1.4
2013-01-04 14:00:00,2013-01-04 07:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,120,733.6,48.4,51.7,107.6,66.7,18.3,77,0.0,996.7,73.3,12.8,4.4,2.2
2013-01-04 15:00:00,2013-01-04 08:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,130,781.6,51.4,57.1,121.9,72.7,19.5,56,0.0,1007.3,47.7,22.5,5.0,0.2
2013-01-04 16:00:00,2013-01-04 09:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,120,733.6,48.4,15.1,107.4,66.7,18.3,57,0.0,1009.9,96.0,22.9,8.7,6.2
2013-01-04 17:00:00,2013-01-04 10:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,133,793.6,52.1,29.8,122.9,74.2,19.8,27,0.0,1007.6,62.2,29.7,1.7,8.5
2013-01-04 18:00:00,2013-01-04 11:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,136,807.2,53.0,78.4,124.4,75.9,20.2,35,0.0,1013.1,56.4,13.7,7.4,4.1
2013-01-04 19:00:00,2013-01-04 12:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,133,792.8,52.0,13.8,125.6,74.1,19.8,74,0.0,1004.8,48.0,14.9,2.3,5.6
2013-01-04 20:00:00,2013-01-04 13:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,138,816.8,53.6,26.1,127.5,77.1,20.4,85,0.0,995.0,82.7,27.3,1.6,9.6
2013-01-04 21:00:00,2013-01-04 14:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,118,724.8,47.8,20.2,107.4,65.6,18.1,90,0.0,1002.3,42.3,31.4,2.5,8.1
2013-01-04 22:00:00,2013-01-04 15:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,102,653.6,43.4,40.5,92.2,56.7,16.3,42,0.0,1016.6,57.3,19.6,6.2,3.6
2013-01-04 23:00:00,2013-01-04 16:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,97,634.4,42.2,16.9,90.5,54.3,15.9,74,0.0,1012.7,40.8,15.1,5.6,9.8
2013-01-05 00:00:00,2013-01-04 17:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,122,744.0,49.0,73.8,112.7,68.0,18.6,43,0.0,996.0,69.5,10.9,6.2,8.4
2013-01-05 01:00:00,2013-01-04 18:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,107,677.6,44.8,56.7,101.0,59.7,16.9,23,0.0,996.4,72.0,28.8,11.2,9.3
2013-01-05 02:00:00,2013-01-04 19:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,112,698.4,46.2,63.5,102.7,62.3,17.5,29,0.0,1003.9,97.7,20.2,10.4,8.0
2013-01-05 03:00:00,2013-01-04 20:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,131,784.0,51.5,59.7,119.9,73.0,19.6,88,0.0,996.6,57.5,37.9,11.5,4.1
2013-01-05 04:00:00,2013-01-04 21:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,139,820.0,53.8,69.0,125.8,77.5,20.5,63,0.0,1011.0,97.9,29.5,5.2,1.7
2013-01-05 05:00:00,2013-01-04 22:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,90,603.2,40.2,56.5,85.9,50.4,15.1,85,0.0,995.1,70.9,34.8,2.7,1.1
2013-01-05 06:00:00,2013-01-04 23:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,152,877.6,57.4,38.0,136.5,84.7,21.9,41,0.0,1007.2,77.8,17.6,4.1,8.8
2013-01-05 07:00:00,2013-01-05 00:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,117,723.2,47.7,73.5,112.8,65.4,18.1,99,0.0,1007.2,68.7,34.2,1.7,5.2
2013-01-05 08:00:00,2013-01-05 01:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,164,931.2,60.7,79.7,151.2,91.4,23.3,92,0.0,1018.6,63.2,21.0,2.4,1.9
2013-01-05 09:00:00,2013-01-05 02:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,124,752.0,49.5,10.8,115.9,69.0,18.8,36,0.0,999.1,56.3,29.1,9.3,9.8
2013-01-05 10:00:00,2013-01-05 03:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,117,722.4,47.6,57.0,110.3,65.3,18.1,79,0.0,1019.3,59.5,35.6,8.5,7.4
2013-01-05 11:00:00,2013-01-05 04:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,116,716.0,47.2,37.9,108.3,64.5,17.9,91,0.0,1004.6,44.7,20.7,3.4,0.3
2013-01-05 12:00:00,2013-01-05 05:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,120,735.2,48.4,53.4,109.4,66.9,18.4,44,0.0,1019.0,85.1,10.6,6.4,9.7
2013-01-05 13:00:00,2013-01-05 06:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,84,576.8,38.6,56.9,80.0,47.1,14.4,95,0.0,1019.7,50.4,25.5,9.8,8.6
2013-01-05 14:00:00,2013-01-05 07:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,108,684.0,45.2,77.6,103.5,60.5,17.1,40,0.0,1006.6,96.0,36.7,6.9,3.4
2013-01-05 15:00:00,2013-01-05 08:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,125,756.0,49.8,24.2,110.3,69.5,18.9,88,0.0,997.8,94.8,34.2,6.4,7.6
2013-01-05 16:00:00,2013-01-05 09:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,164,932.0,60.8,62.2,144.8,91.5,23.3,35,0.0,1014.9,50.9,18.6,7.7,8.1
2013-01-05 17:00:00,2013-01-05 10:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,147,856.0,56.0,22.2,136.4,82.0,21.4,23,0.0,1001.9,68.5,10.5,9.4,5.6
2013-01-05 18:00:00,2013-01-05 11:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,189,1040.8,67.6,29.5,172.6,105.1,26.0,50,0.0,1005.8,58.5,17.9,1.6,6.3
2013-01-05 19:00:00,2013-01-05 12:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,179,996.0,64.8,46.7,162.6,99.5,24.9,61,0.0,1011.3,85.0,25.3,9.7,7.3
2013-01-05 20:00:00,2013-01-05 13:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,63,480.0,32.5,10.6,60.2,35.0,12.0,84,0.0,1007.2,47.1,36.0,3.4,0.9
2013-01-05 21:00:00,2013-01-05 14:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,117,722.4,47.6,60.4,109.3,65.3,18.1,91,0.0,1000.2,53.9,30.3,9.6,9.0
2013-01-05 22:00:00,2013-01-05 15:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,119,730.4,48.2,67.4,111.2,66.3,18.3,70,0.0,1015.5,91.7,19.9,2.8,2.6
2013-01-05 23:00:00,2013-01-05 16:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,137,811.2,53.2,34.5,127.0,76.4,20.3,96,0.0,999.7,91.0,22.9,9.4,7.4
2013-01-06 00:00:00,2013-01-05 17:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,154,888.8,58.0,24.8,142.3,86.1,22.2,89,0.0,1005.3,43.0,28.8,0.6,2.2
2013-01-06 01:00:00,2013-01-05 18:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,78,548.8,36.8,42.5,74.3,43.6,13.7,28,0.0,1000.1,63.0,19.2,11.5,3.2
2013-01-06 02:00:00,2013-01-05 19:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,122,743.2,49.0,28.6,113.4,67.9,18.6,36,0.0,1003.0,84.5,15.7,7.6,3.1
2013-01-06 03:00:00,2013-01-05 20:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,97,635.2,42.2,11.4,88.3,54.4,15.9,43,0.0,1012.0,49.4,23.8,11.4,3.4
2013-01-06 04:00:00,2013-01-05 21:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,78,548.8,36.8,53.3,78.6,43.6,13.7,49,0.0,1009.1,85.7,27.5,8.0,6.3
2013-01-06 05:00:00,2013-01-05 22:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,133,792.0,52.0,16.9,126.0,74.0,19.8,99,0.0,1010.0,91.9,26.5,7.5,7.2
2013-01-06 06:00:00,2013-01-05 23:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,95,622.4,41.4,78.4,84.7,52.8,15.6,21,0.0,1015.1,94.4,16.8,9.3,0.0
2013-01-06 07:00:00,2013-01-06 00:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,121,741.6,48.8,66.4,112.3,67.7,18.5,20,0.0,998.6,43.2,25.6,0.1,0.4
2013-01-06 08:00:00,2013-01-06 01:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,196,1071.2,69.4,52.9,173.2,108.9,26.8,46,0.0,1013.2,89.0,26.8,11.0,3.3
2013-01-06 09:00:00,2013-01-06 02:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,72,520.8,35.0,48.4,72.3,40.1,13.0,96,0.0,1011.8,81.0,25.2,3.6,3.1
2013-01-06 10:00:00,2013-01-06 03:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,123,749.6,49.4,73.3,110.3,68.7,18.7,55,0.0,999.2,83.2,29.2,3.1,3.0
2013-01-06 11:00:00,2013-01-06 04:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,75,537.6,36.1,38.5,71.3,42.2,13.4,30,0.0,1004.4,84.1,28.4,6.0,0.2
2013-01-06 12:00:00,2013-01-06 05:00:00,Hanoi,VN,Asia/Ho_Chi_Minh,124,752.8,49.6,33.8,115.5,69.1,18.8,55,0.0,1001.2,92.2,26.7,5.2,3.1
